     TIC_ID            APOGEE_ID        GAIA_SOURCE_ID   APOGEE_TEFF   APOGEE_TEFF_ERR   APOGEE_LOGG   APOGEE_LOGG_ERR           GAIA_PARALLAX    GAIA_PARALLAX_ERROR        J   J_ERR        H   H_ERR        K   K_ERR              M_H          ALPHA_M   numax_COR   numax_err_COR   dnu_COR   dnu_err_COR   numax_BHM   numax_err_BHM    dnu_BHM   dnu_err_BHM   numax_A2Z   numax_err_A2Z   dnu_A2Z   dnu_err_A2Z  
  277108316   2M05362618-6853156   4657703367534499456     4349.1143           79.3242      1.475919       0.064539336       0.275905439069658    0.02246261168923653   11.038   0.023   10.438   0.023   10.295   0.022       -0.6433715      0.117419004       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  389364890   2M05430445-6850172   4657737314929592576     4301.5483          77.21788     1.8723607       0.057056174      0.2544971414274233    0.02072165176406904   11.042   0.023   10.367   0.022   10.252   0.019      -0.25586155         0.158259       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  389562003   2M05453270-6851083   4657747554132809984     4916.6865          88.47938     2.6965368       0.043543283      0.8376156676841467   0.028569541020334436    9.128   0.023    8.623    0.04    8.536   0.024     -0.072208546    -0.0050720014     -9999.0         -9999.0   -9999.0       -9999.0     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  389562276   2M05450702-6843587   4657750749588374528      -9999.99           -999.99      -9999.99           -999.99     0.31110117196850157   0.020143413635347142   11.404   0.024   10.902   0.022   10.869   0.023         -9999.99         -9999.99       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  389571853   2M05461181-6837566   4657755353793399680      4418.645          72.14668     2.4399107       0.050510924       0.903071221295148    0.01879766470312367    9.606   0.024    9.013   0.025     8.81   0.021       0.34773844      0.018938001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  389365298   2M05421384-6841349   4657764871440462336     4538.4272          74.18992     2.4297006       0.027152963       1.354678410864354   0.041608407935619096    8.487   0.018    7.921    0.04    7.764   0.018       0.42066845         -0.02281     -9999.0         -9999.0   -9999.0       -9999.0     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  277107957   2M05365127-6846385   4657796516763571840     5087.6074         93.397964     2.6397104       0.052186575      1.0986199069505493   0.025407297165104533    7.917    0.03    7.444   0.033    7.325   0.018      -0.04057755      0.036209002       39.85            0.84     4.047         0.019     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  277301363   2M05375434-6840127   4657798097311620224     4940.8613          91.41686     3.5185833        0.06323954      1.7867379489060928   0.025393268855751713   10.372   0.021    9.894   0.023    9.825   0.025      -0.03809055         0.013836       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  280040326   2M05281538-6955499   4657916501023162496      4874.856           88.4887     2.3983953       0.042390916      1.1072398342954517    0.02704993361189485    8.493   0.026    8.025   0.046    7.876   0.024      -0.21023154         0.046594     -9999.0         -9999.0   -9999.0       -9999.0     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  391815189   2M05311768-6929225   4658031984093673472     4681.3833          91.70266     2.4580548        0.06402104     0.49221495641674734    0.02427320278882504   11.175   0.022   10.598   0.024   10.508   0.023      -0.40080154         0.208239       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  179204672   2M05180951-6944284   4658144473511642112     4688.6865           82.4435      2.359145       0.034267526      0.5909430199041639   0.027419675485614557   10.074   0.022    9.531   0.025    9.374    0.02      -0.12915155         0.148869       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  179247223   2M05185943-6844179   4658325381889742336       5005.43         90.498856     2.6836793       0.047490574      1.7388852974571705    0.02778829987724072    7.848   0.019    7.359   0.042     7.22   0.026    -0.0018858499       -0.0235083       58.33            1.24     5.958          0.03       59.67           2.975    6.06842      0.150542       58.86            6.24      6.84          0.09  
  231748320   2M05131385-6840110   4658361077301946112     4907.2915         88.382515     3.3439808       0.064168796      1.0492359728485674   0.027872636629111925   10.986   0.024   10.455   0.021   10.374   0.021     -0.092288546     0.0033180006       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   40608131   2M05121290-6834324   4658368365937095680     4472.5264          78.19191     2.0619707         0.0603497      0.6195277131244706   0.027862765969898694    8.791   0.029    8.183   0.044    8.028   0.021      -0.27172154         0.162789     -9999.0         -9999.0   -9999.0       -9999.0     -9999.0         -9999.0    -9999.0       -9999.0        11.4            0.46      1.71          0.01  
  425069024   2M05321800-6909383   4658417942667511168     4816.3823           94.5122     2.3697176       0.041456513      0.4499749578807503   0.022435954778390575   10.722   0.022    10.24   0.027   10.114   0.022      -0.38693154         0.210869       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  276867861   2M05343013-6840438   4658457941738020736      3985.334         65.630066     1.3444688       0.049876366     0.32411439753745236   0.026215080159410327    8.585   0.023    7.852   0.038    7.609   0.018       0.02283645         0.030345       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  373917797   2M05272314-6849394   4658485360812042112     5130.1123        101.358894      2.474479       0.059706233      0.5486427083949647    0.04372656221116456   10.175   0.022    9.686   0.026    9.524   0.021      -0.69989157       0.13826899       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  373917373   2M05274041-6843599   4658491992243540352       4767.29          82.21286      2.975806       0.057927795      1.1960548576506629    0.02566824895604969    9.937   0.023    9.378   0.022    9.294   0.023       0.15561846         0.013246       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  373529233   2M05232356-6831461   4658507488486398592     4862.1606         86.090294     3.0942621       0.061612736      1.4686592292861393   0.021681720850478956    9.876   0.023     9.39   0.027    9.263   0.025       0.01643845     0.0072139986       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  389562888   2M05450224-6826210   4659261542964322176      5031.757          94.13682     3.6407723        0.06340361       1.685221059692684   0.022279682198848818   10.572   0.021   10.143   0.026    9.987   0.022       0.03357945      0.005130999       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  389565986   2M05445869-6647550   4659839718611328128     3970.0994          68.92414     1.1176211       0.057020057      0.1043790940912676   0.019766010032052635   10.439   0.023     9.67   0.025    9.463   0.022      -0.49098155         0.209639       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   40270279   2M05073584-6902371   4661239603090464896      4679.589          82.68247      2.626712       0.062029842     0.46867525208445016   0.026367292775199096    11.16   0.021   10.638   0.022   10.477   0.023      -0.18720154         0.060111       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30849925   2M05030447-6811146   4661348351669277312      4620.017         83.734406     2.3487587         0.0664782     0.40471482483900223   0.022198035608564048   11.126   0.022   10.596   0.024   10.462   0.022      -0.50571156         0.160119       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30722247   2M05014417-6805036   4661361541453447552      4855.713         90.002884     2.4090238       0.042812746      0.7718080255188838    0.02672618812899982    9.614   0.023    9.052   0.025    8.965   0.025      -0.43855155         0.178519       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30474199   2M05001358-6758004   4661366214377865344     4477.8696          92.39523       2.40295       0.055649716      0.6394050088468222    0.02715701188165249   10.119   0.023     9.49   0.025    9.339   0.023      -0.17215155         0.162829       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
